Title,Status,Category,Open Date,Close Date
Fábio - OPEC - Substituir HDD,6,Tecnologia > Serviço > NOC > Suporte de TI > Máquinas,2024-07-31 14:44:12,
Não consigo acessar o e-mail - Comercial,6,Tecnologia > Serviço > NOC > Suporte de TI > Máquinas,2024-07-31 12:14:03,2024-08-03 20:00:00
Alteração de local do Ramal de comercial para COMERCIAL,6,Tecnologia > Serviço > Infraestrutura > Telefonia,2024-07-31 10:31:34,2024-08-02 17:00:00
Jacqueline - Redefinção de Senha de Rede,6,Tecnologia > Cross > Acesso,2024-07-31 09:19:54,
Apoio para reunião ,6,Tecnologia > Serviço > NOC > Suporte de TI > Outras Solicitações,2024-07-31 08:55:53,2024-08-03 20:00:00
Apoio para reunião ,6,Tecnologia > Serviço > NOC > Suporte de TI > Outras Solicitações,2024-07-31 08:50:55,2024-08-03 20:00:00
INSTALAÇÃO DE SOFTWARE,6,Tecnologia > Serviço > NOC > Suporte de TI > Outras Solicitações,2024-07-30 16:00:32,2024-08-02 20:00:00
INSTALAÇÃO DO PROGRAMA ARH,6,Tecnologia > Serviço > NOC > Suporte de TI > Outras Solicitações,2024-07-30 15:34:45,2024-08-02 20:00:00
a máquina está lenta; sem condições de trabalho. - Presidência,6,Tecnologia > Serviço > NOC > Suporte de TI > Máquinas,2024-07-30 14:45:36,2024-09-08 14:49:21
Senha Prestador,6,Tecnologia > Serviço > NOC > Suporte de TI > Outras Solicitações,2024-07-30 13:27:17,2024-08-02 20:00:00
Bom dia.  Estou sem acesso à internet no computador!!!!! - Redação TV,6,Tecnologia > Serviço > NOC > Suporte de TI > Máquinas,2024-07-30 09:37:01,2024-08-02 20:00:00
Problema Impressora  -  ,6,Tecnologia > Serviço > NOC > Ajuda e Suporte > Impressoras,2024-07-30 08:40:49,2024-08-01 20:00:00
Acesso a Pasta - Sistema sem áudio de matérias salvas no programa  - Sistema Alfred02,6,Tecnologia > Cross > Acesso,2024-07-29 17:49:46,2024-07-30 17:00:00
Telefonia - Outros - Telefone não está dando sinal	,6,Tecnologia > Serviço > Infraestrutura > Telefonia,2024-07-29 10:56:57,2024-07-31 17:00:00
O computador dela não ta ligando - Marketing,6,Tecnologia > Serviço > NOC > Suporte de TI > Máquinas,2024-07-29 09:22:40,2024-08-01 20:00:00
Ar-condicionado - marketing - Não está gelando ,6,Tecnologia > Serviço > Infraestrutura > Refrigeração,2024-07-29 09:22:28,2024-07-31 17:00:00
Ar-condicionado - Marketing - Não está gelando ,6,Tecnologia > Serviço > Infraestrutura > Refrigeração,2024-07-29 09:21:36,2024-07-31 17:00:00
ACESSO NOVO ADMIN,6,Tecnologia > Serviço > NOC > Suporte de TI > Outras Solicitações,2024-07-25 15:16:35,2024-07-28 20:00:00
Instalação de programa,6,Tecnologia > Serviço > NOC > Suporte de TI > Outras Solicitações,2024-07-25 11:35:58,2024-07-28 20:00:00
Requisição de periferico - Outros - Presidência,6,Tecnologia > Serviço > NOC > Suporte de TI > Periféricos,2024-07-25 08:46:36,2024-07-26 20:00:00
Email - Criar novo E-mail,6,Tecnologia > Cross > Acesso,2024-07-24 14:23:00,2024-07-26 17:00:00
Acesso a Pasta - Sistema  - Sistema Alfred02,6,Tecnologia > Cross > Acesso,2024-07-24 14:11:31,2024-07-25 17:00:00
TOTVS -  Controladoria - Faturamento - Outras solicitações,6,Tecnologia > Cross > ERP,2024-07-23 17:03:50,2024-07-26 17:00:00
Email - Criar novo E-mail,6,Tecnologia > Cross > Acesso,2024-07-23 14:22:10,2024-07-25 17:00:00
Ar-condicionado - marketing - Não está gelando ,6,Tecnologia > Serviço > Infraestrutura > Refrigeração,2024-07-23 13:56:10,2024-07-25 17:00:00
