Title,Status,Category,Open Date,Close Date
Problema no driver de vídeo ,6,Tecnologia > Serviço > NOC > Suporte de TI > Outras Solicitações,2024-05-29 17:28:47,2024-06-01 20:00:00
Solicitação de instalação de Ramal - CEDOC   ,6,Tecnologia > Serviço > Infraestrutura > Telefonia,2024-05-29 15:09:24,2024-05-31 17:00:00
Ar-condicionado - OPEC/MKT - Outros Continua o barulho ensurdecedor,6,Tecnologia > Serviço > Infraestrutura > Refrigeração,2024-05-28 11:17:45,2024-05-30 17:00:00
Ar-condicionado - OPEC/MKT - Outros Barulho ensurdecedor,6,Tecnologia > Serviço > Infraestrutura > Refrigeração,2024-05-27 17:03:14,2024-05-29 17:00:00
trânsito não funciona - Operação Jornalismo,6,Tecnologia > Serviço > NOC > Suporte de TI > Máquinas,2024-05-27 15:49:53,2024-05-30 20:00:00
Atualização do Adobe Premiere no Imirante.com,6,Tecnologia > Serviço > NOC > Suporte de TI > Outras Solicitações,2024-05-27 11:38:26,2024-05-30 20:00:00
Email - Redefinir senha,6,Tecnologia > Cross > Acesso,2024-05-27 08:01:58,2024-05-29 17:00:00
Solução de problemas - ,6,Tecnologia > PDI > Desenvolvimento,2024-05-25 08:56:35,2024-05-30 17:00:00
TV Comercial,6,Tecnologia > Serviço > NOC > Suporte de TI > Outras Solicitações,2024-05-24 10:52:24,2024-05-27 20:00:00
Problema com Ramal  - Telefone não toca,6,Tecnologia > Serviço > Infraestrutura > Telefonia,2024-05-22 17:52:49,2024-05-24 17:00:00
Manutenção Técnica - Lapelas Edtúdio - Problemas nos cabos das lapelas,6,Tecnologia > Serviço > Infraestrutura > Manutenção,2024-05-22 10:28:31,2024-05-24 17:00:00
Acesso ao Trânsito para Marcus Cidreira,6,Tecnologia > Serviço > NOC > Suporte de TI > Outras Solicitações,2024-05-22 10:04:00,2024-05-25 20:00:00
SENHA PARA INSTALAR  PluralEyes - Produtora,6,Tecnologia > Serviço > NOC > Suporte de TI > Máquinas,2024-05-21 13:19:04,2024-05-24 20:00:00
Photoshop para a Ilha do G1,6,Tecnologia > Serviço > NOC > Suporte de TI > Outras Solicitações,2024-05-21 12:30:01,2024-05-30 15:12:57
Combustivel - Transporte - Sistema não funciona,6,Tecnologia > Serviço > NOC > Suporte de TI > Software e aplicativos > Programas Internos,2024-05-21 09:04:56,2024-05-23 17:00:00
INSTALAÇÃO DRIVER WACOM ,6,Tecnologia > Serviço > NOC > Suporte de TI > Outras Solicitações,2024-05-21 08:36:29,2024-05-24 20:00:00
Problema com E-mail,6,Tecnologia > Serviço > NOC > Suporte de TI > Outras Solicitações,2024-05-20 16:56:53,2024-05-23 20:00:00
Troca de senha do usuário,6,Tecnologia > Serviço > NOC > Suporte de TI > Outras Solicitações,2024-05-20 14:55:07,2024-05-23 20:00:00
BackStage - Solução de Problemas ,6,Tecnologia > Serviço > NOC > Suporte de TI > Software e aplicativos > Aplicacações Globo,2024-05-20 09:37:34,
Solicitação de teclado novo e instalação dos programas de ,6,Tecnologia > Serviço > NOC > Suporte de TI > Outras Solicitações,2024-05-20 07:37:20,2024-08-29 09:24:04
TOTVS -  RH - Atualização da base teste ,6,Tecnologia > Cross > ERP,2024-05-17 16:47:15,2024-05-22 17:00:00
Notebook lento. Trava até com o bloco de notas. Muito ruim. - Operação Jornalismo,6,Tecnologia > Serviço > NOC > Suporte de TI > Máquinas,2024-05-17 15:33:17,2024-05-20 20:00:00
Problema Impressora  -  ,6,Tecnologia > Serviço > NOC > Ajuda e Suporte > Impressoras,2024-05-17 10:04:20,2024-05-19 20:00:00
Photoshop,6,Tecnologia > Serviço > NOC > Suporte de TI > Outras Solicitações,2024-05-17 09:47:09,2024-07-15 07:37:55
Email - Redefinir senha,6,Tecnologia > Cross > Acesso,2024-05-17 08:32:05,2024-05-21 17:00:00
Acesso a Pasta - TRÂNSITO - TRÂNSITO,6,Tecnologia > Cross > Acesso,2024-05-16 09:35:41,2024-05-17 17:00:00
Solução de problemas - ,6,Tecnologia > PDI > Desenvolvimento,2024-05-16 09:14:15,2024-05-21 17:00:00
Problema  - Outros  - Rádio FM,6,Tecnologia > Serviço > NOC > Suporte de TI > Periféricos,2024-05-15 16:01:55,2024-05-16 20:00:00
Solicitação de Acesso ao trânsito,6,Tecnologia > Serviço > NOC > Suporte de TI > Outras Solicitações,2024-05-15 15:03:58,2024-05-18 20:00:00
